Date,Previous Month Regime,Regime Description,Selected Strategy,Turnover,Transaction Cost
2010-01-04,0.0,Equity growth / risk-on,60/40,0.03048950712402637,0.38175216081912206
2010-01-05,,,,0.0,0.0
2010-01-06,,,,0.0,0.0
2010-01-07,,,,0.0,0.0
2010-01-08,,,,0.0,0.0
2010-01-11,,,,0.0,0.0
2010-01-12,,,,0.0,0.0
2010-01-13,,,,0.0,0.0
2010-01-14,,,,0.0,0.0
2010-01-15,,,,0.0,0.0
2010-01-19,,,,0.0,0.0
2010-01-20,,,,0.0,0.0
2010-01-21,,,,0.0,0.0
2010-01-22,,,,0.0,0.0
2010-01-25,,,,0.0,0.0
2010-01-26,,,,0.0,0.0
2010-01-27,,,,0.0,0.0
2010-01-28,,,,0.0,0.0
2010-01-29,,,,0.0,0.0
2010-02-01,0.0,Equity growth / risk-on,60/40,0.029181652544901793,0.36086286016957475
2010-02-02,,,,0.0,0.0
2010-02-03,,,,0.0,0.0
2010-02-04,,,,0.0,0.0
2010-02-05,,,,0.0,0.0
2010-02-08,,,,0.0,0.0
2010-02-09,,,,0.0,0.0
2010-02-10,,,,0.0,0.0
2010-02-11,,,,0.0,0.0
2010-02-12,,,,0.0,0.0
2010-02-16,,,,0.0,0.0
2010-02-17,,,,0.0,0.0
2010-02-18,,,,0.0,0.0
2010-02-19,,,,0.0,0.0
2010-02-22,,,,0.0,0.0
2010-02-23,,,,0.0,0.0
2010-02-24,,,,0.0,0.0
2010-02-25,,,,0.0,0.0
2010-02-26,,,,0.0,0.0
2010-03-01,0.0,Equity growth / risk-on,60/40,0.013117608099031397,0.16546006142823325
2010-03-02,,,,0.0,0.0
2010-03-03,,,,0.0,0.0
2010-03-04,,,,0.0,0.0
2010-03-05,,,,0.0,0.0
2010-03-08,,,,0.0,0.0
2010-03-09,,,,0.0,0.0
2010-03-10,,,,0.0,0.0
2010-03-11,,,,0.0,0.0
2010-03-12,,,,0.0,0.0
2010-03-15,,,,0.0,0.0
2010-03-16,,,,0.0,0.0
2010-03-17,,,,0.0,0.0
2010-03-18,,,,0.0,0.0
2010-03-19,,,,0.0,0.0
2010-03-22,,,,0.0,0.0
2010-03-23,,,,0.0,0.0
2010-03-24,,,,0.0,0.0
2010-03-25,,,,0.0,0.0
2010-03-26,,,,0.0,0.0
2010-03-29,,,,0.0,0.0
2010-03-30,,,,0.0,0.0
2010-03-31,,,,0.0,0.0
2010-04-01,0.0,Equity growth / risk-on,60/40,0.03322219356875167,0.432580889302777
2010-04-05,,,,0.0,0.0
2010-04-06,,,,0.0,0.0
2010-04-07,,,,0.0,0.0
2010-04-08,,,,0.0,0.0
2010-04-09,,,,0.0,0.0
2010-04-12,,,,0.0,0.0
2010-04-13,,,,0.0,0.0
2010-04-14,,,,0.0,0.0
2010-04-15,,,,0.0,0.0
2010-04-16,,,,0.0,0.0
2010-04-19,,,,0.0,0.0
2010-04-20,,,,0.0,0.0
2010-04-21,,,,0.0,0.0
2010-04-22,,,,0.0,0.0
2010-04-23,,,,0.0,0.0
2010-04-26,,,,0.0,0.0
2010-04-27,,,,0.0,0.0
2010-04-28,,,,0.0,0.0
2010-04-29,,,,0.0,0.0
2010-04-30,,,,0.0,0.0
2010-05-03,0.0,Equity growth / risk-on,60/40,0.0004996658303385026,0.00660924931274042
2010-05-04,,,,0.0,0.0
2010-05-05,,,,0.0,0.0
2010-05-06,,,,0.0,0.0
2010-05-07,,,,0.0,0.0
2010-05-10,,,,0.0,0.0
2010-05-11,,,,0.0,0.0
2010-05-12,,,,0.0,0.0
2010-05-13,,,,0.0,0.0
2010-05-14,,,,0.0,0.0
2010-05-17,,,,0.0,0.0
2010-05-18,,,,0.0,0.0
2010-05-19,,,,0.0,0.0
2010-05-20,,,,0.0,0.0
2010-05-21,,,,0.0,0.0
2010-05-24,,,,0.0,0.0
2010-05-25,,,,0.0,0.0
2010-05-26,,,,0.0,0.0
2010-05-27,,,,0.0,0.0
2010-05-28,,,,0.0,0.0
2010-06-01,2.0,Mixed / transition regime,Minimum Volatility,0.7984181876442631,10.181384786906301
2010-06-02,,,,0.0,0.0
2010-06-03,,,,0.0,0.0
2010-06-04,,,,0.0,0.0
2010-06-07,,,,0.0,0.0
2010-06-08,,,,0.0,0.0
2010-06-09,,,,0.0,0.0
2010-06-10,,,,0.0,0.0
2010-06-11,,,,0.0,0.0
2010-06-14,,,,0.0,0.0
2010-06-15,,,,0.0,0.0
2010-06-16,,,,0.0,0.0
2010-06-17,,,,0.0,0.0
2010-06-18,,,,0.0,0.0
2010-06-21,,,,0.0,0.0
2010-06-22,,,,0.0,0.0
2010-06-23,,,,0.0,0.0
2010-06-24,,,,0.0,0.0
2010-06-25,,,,0.0,0.0
2010-06-28,,,,0.0,0.0
2010-06-29,,,,0.0,0.0
2010-06-30,,,,0.0,0.0
2010-07-01,2.0,Mixed / transition regime,Minimum Volatility,0.09780532628980743,1.259287931835055
2010-07-02,,,,0.0,0.0
2010-07-06,,,,0.0,0.0
2010-07-07,,,,0.0,0.0
2010-07-08,,,,0.0,0.0
2010-07-09,,,,0.0,0.0
2010-07-12,,,,0.0,0.0
2010-07-13,,,,0.0,0.0
2010-07-14,,,,0.0,0.0
2010-07-15,,,,0.0,0.0
2010-07-16,,,,0.0,0.0
2010-07-19,,,,0.0,0.0
2010-07-20,,,,0.0,0.0
2010-07-21,,,,0.0,0.0
2010-07-22,,,,0.0,0.0
2010-07-23,,,,0.0,0.0
2010-07-26,,,,0.0,0.0
2010-07-27,,,,0.0,0.0
2010-07-28,,,,0.0,0.0
2010-07-29,,,,0.0,0.0
2010-07-30,,,,0.0,0.0
2010-08-02,2.0,Mixed / transition regime,Minimum Volatility,0.05506293830680541,0.7213856691637831
2010-08-03,,,,0.0,0.0
2010-08-04,,,,0.0,0.0
2010-08-05,,,,0.0,0.0
2010-08-06,,,,0.0,0.0
2010-08-09,,,,0.0,0.0
2010-08-10,,,,0.0,0.0
2010-08-11,,,,0.0,0.0
2010-08-12,,,,0.0,0.0
2010-08-13,,,,0.0,0.0
2010-08-16,,,,0.0,0.0
2010-08-17,,,,0.0,0.0
2010-08-18,,,,0.0,0.0
2010-08-19,,,,0.0,0.0
2010-08-20,,,,0.0,0.0
2010-08-23,,,,0.0,0.0
2010-08-24,,,,0.0,0.0
2010-08-25,,,,0.0,0.0
2010-08-26,,,,0.0,0.0
2010-08-27,,,,0.0,0.0
2010-08-30,,,,0.0,0.0
2010-08-31,,,,0.0,0.0
2010-09-01,2.0,Mixed / transition regime,Minimum Volatility,0.05514117880133731,0.7394583751773381
2010-09-02,,,,0.0,0.0
2010-09-03,,,,0.0,0.0
2010-09-07,,,,0.0,0.0
2010-09-08,,,,0.0,0.0
2010-09-09,,,,0.0,0.0
2010-09-10,,,,0.0,0.0
2010-09-13,,,,0.0,0.0
2010-09-14,,,,0.0,0.0
2010-09-15,,,,0.0,0.0
2010-09-16,,,,0.0,0.0
2010-09-17,,,,0.0,0.0
2010-09-20,,,,0.0,0.0
2010-09-21,,,,0.0,0.0
2010-09-22,,,,0.0,0.0
2010-09-23,,,,0.0,0.0
2010-09-24,,,,0.0,0.0
2010-09-27,,,,0.0,0.0
2010-09-28,,,,0.0,0.0
2010-09-29,,,,0.0,0.0
2010-09-30,,,,0.0,0.0
2010-10-01,0.0,Equity growth / risk-on,60/40,0.7310703005756507,10.055106350198484
2010-10-04,,,,0.0,0.0
2010-10-05,,,,0.0,0.0
2010-10-06,,,,0.0,0.0
2010-10-07,,,,0.0,0.0
2010-10-08,,,,0.0,0.0
2010-10-11,,,,0.0,0.0
2010-10-12,,,,0.0,0.0
2010-10-13,,,,0.0,0.0
2010-10-14,,,,0.0,0.0
2010-10-15,,,,0.0,0.0
2010-10-18,,,,0.0,0.0
2010-10-19,,,,0.0,0.0
2010-10-20,,,,0.0,0.0
2010-10-21,,,,0.0,0.0
2010-10-22,,,,0.0,0.0
2010-10-25,,,,0.0,0.0
2010-10-26,,,,0.0,0.0
2010-10-27,,,,0.0,0.0
2010-10-28,,,,0.0,0.0
2010-10-29,,,,0.0,0.0
2010-11-01,0.0,Equity growth / risk-on,60/40,0.01795997951234074,0.2524909765893498
2010-11-02,,,,0.0,0.0
2010-11-03,,,,0.0,0.0
2010-11-04,,,,0.0,0.0
2010-11-05,,,,0.0,0.0
2010-11-08,,,,0.0,0.0
2010-11-09,,,,0.0,0.0
2010-11-10,,,,0.0,0.0
2010-11-11,,,,0.0,0.0
2010-11-12,,,,0.0,0.0
2010-11-15,,,,0.0,0.0
2010-11-16,,,,0.0,0.0
2010-11-17,,,,0.0,0.0
2010-11-18,,,,0.0,0.0
2010-11-19,,,,0.0,0.0
2010-11-22,,,,0.0,0.0
2010-11-23,,,,0.0,0.0
2010-11-24,,,,0.0,0.0
2010-11-26,,,,0.0,0.0
2010-11-29,,,,0.0,0.0
2010-11-30,,,,0.0,0.0
2010-12-01,0.0,Equity growth / risk-on,60/40,0.004326944082710782,0.06061084674994936
2010-12-02,,,,0.0,0.0
2010-12-03,,,,0.0,0.0
2010-12-06,,,,0.0,0.0
2010-12-07,,,,0.0,0.0
2010-12-08,,,,0.0,0.0
2010-12-09,,,,0.0,0.0
2010-12-10,,,,0.0,0.0
2010-12-13,,,,0.0,0.0
2010-12-14,,,,0.0,0.0
2010-12-15,,,,0.0,0.0
2010-12-16,,,,0.0,0.0
2010-12-17,,,,0.0,0.0
2010-12-20,,,,0.0,0.0
2010-12-21,,,,0.0,0.0
2010-12-22,,,,0.0,0.0
2010-12-23,,,,0.0,0.0
2010-12-27,,,,0.0,0.0
2010-12-28,,,,0.0,0.0
2010-12-29,,,,0.0,0.0
2010-12-30,,,,0.0,0.0
2010-12-31,,,,0.0,0.0
2011-01-03,0.0,Equity growth / risk-on,60/40,0.04730896227497433,0.6801771919328137
2011-01-04,,,,0.0,0.0
2011-01-05,,,,0.0,0.0
2011-01-06,,,,0.0,0.0
2011-01-07,,,,0.0,0.0
2011-01-10,,,,0.0,0.0
2011-01-11,,,,0.0,0.0
2011-01-12,,,,0.0,0.0
2011-01-13,,,,0.0,0.0
2011-01-14,,,,0.0,0.0
2011-01-18,,,,0.0,0.0
2011-01-19,,,,0.0,0.0
2011-01-20,,,,0.0,0.0
2011-01-21,,,,0.0,0.0
2011-01-24,,,,0.0,0.0
2011-01-25,,,,0.0,0.0
2011-01-26,,,,0.0,0.0
2011-01-27,,,,0.0,0.0
2011-01-28,,,,0.0,0.0
2011-01-31,,,,0.0,0.0
2011-02-01,0.0,Equity growth / risk-on,60/40,0.011132043506607903,0.1622653770039277
2011-02-02,,,,0.0,0.0
2011-02-03,,,,0.0,0.0
2011-02-04,,,,0.0,0.0
2011-02-07,,,,0.0,0.0
2011-02-08,,,,0.0,0.0
2011-02-09,,,,0.0,0.0
2011-02-10,,,,0.0,0.0
2011-02-11,,,,0.0,0.0
2011-02-14,,,,0.0,0.0
2011-02-15,,,,0.0,0.0
2011-02-16,,,,0.0,0.0
2011-02-17,,,,0.0,0.0
2011-02-18,,,,0.0,0.0
2011-02-22,,,,0.0,0.0
2011-02-23,,,,0.0,0.0
2011-02-24,,,,0.0,0.0
2011-02-25,,,,0.0,0.0
2011-02-28,,,,0.0,0.0
2011-03-01,0.0,Equity growth / risk-on,60/40,0.017327141239777244,0.25761858880136984
2011-03-02,,,,0.0,0.0
2011-03-03,,,,0.0,0.0
2011-03-04,,,,0.0,0.0
2011-03-07,,,,0.0,0.0
2011-03-08,,,,0.0,0.0
2011-03-09,,,,0.0,0.0
2011-03-10,,,,0.0,0.0
2011-03-11,,,,0.0,0.0
2011-03-14,,,,0.0,0.0
2011-03-15,,,,0.0,0.0
2011-03-16,,,,0.0,0.0
2011-03-17,,,,0.0,0.0
2011-03-18,,,,0.0,0.0
2011-03-21,,,,0.0,0.0
2011-03-22,,,,0.0,0.0
2011-03-23,,,,0.0,0.0
2011-03-24,,,,0.0,0.0
2011-03-25,,,,0.0,0.0
2011-03-28,,,,0.0,0.0
2011-03-29,,,,0.0,0.0
2011-03-30,,,,0.0,0.0
2011-03-31,,,,0.0,0.0
2011-04-01,0.0,Equity growth / risk-on,60/40,0.0008001696350796728,0.011890151464406697
2011-04-04,,,,0.0,0.0
2011-04-05,,,,0.0,0.0
2011-04-06,,,,0.0,0.0
2011-04-07,,,,0.0,0.0
2011-04-08,,,,0.0,0.0
2011-04-11,,,,0.0,0.0
2011-04-12,,,,0.0,0.0
2011-04-13,,,,0.0,0.0
2011-04-14,,,,0.0,0.0
2011-04-15,,,,0.0,0.0
2011-04-18,,,,0.0,0.0
2011-04-19,,,,0.0,0.0
2011-04-20,,,,0.0,0.0
2011-04-21,,,,0.0,0.0
2011-04-25,,,,0.0,0.0
2011-04-26,,,,0.0,0.0
2011-04-27,,,,0.0,0.0
2011-04-28,,,,0.0,0.0
2011-04-29,,,,0.0,0.0
2011-05-02,0.0,Equity growth / risk-on,60/40,0.004941116831163883,0.07523927847893551
2011-05-03,,,,0.0,0.0
2011-05-04,,,,0.0,0.0
2011-05-05,,,,0.0,0.0
2011-05-06,,,,0.0,0.0
2011-05-09,,,,0.0,0.0
2011-05-10,,,,0.0,0.0
2011-05-11,,,,0.0,0.0
2011-05-12,,,,0.0,0.0
2011-05-13,,,,0.0,0.0
2011-05-16,,,,0.0,0.0
2011-05-17,,,,0.0,0.0
2011-05-18,,,,0.0,0.0
2011-05-19,,,,0.0,0.0
2011-05-20,,,,0.0,0.0
2011-05-23,,,,0.0,0.0
2011-05-24,,,,0.0,0.0
2011-05-25,,,,0.0,0.0
2011-05-26,,,,0.0,0.0
2011-05-27,,,,0.0,0.0
2011-05-31,,,,0.0,0.0
2011-06-01,0.0,Equity growth / risk-on,60/40,0.01735266428224136,0.26510110149607735
2011-06-02,,,,0.0,0.0
2011-06-03,,,,0.0,0.0
2011-06-06,,,,0.0,0.0
2011-06-07,,,,0.0,0.0
2011-06-08,,,,0.0,0.0
2011-06-09,,,,0.0,0.0
2011-06-10,,,,0.0,0.0
2011-06-13,,,,0.0,0.0
2011-06-14,,,,0.0,0.0
2011-06-15,,,,0.0,0.0
2011-06-16,,,,0.0,0.0
2011-06-17,,,,0.0,0.0
2011-06-20,,,,0.0,0.0
2011-06-21,,,,0.0,0.0
2011-06-22,,,,0.0,0.0
2011-06-23,,,,0.0,0.0
2011-06-24,,,,0.0,0.0
2011-06-27,,,,0.0,0.0
2011-06-28,,,,0.0,0.0
2011-06-29,,,,0.0,0.0
2011-06-30,,,,0.0,0.0
2011-07-01,2.0,Mixed / transition regime,Minimum Volatility,0.5703152063379127,8.606932305835254
2011-07-05,,,,0.0,0.0
2011-07-06,,,,0.0,0.0
2011-07-07,,,,0.0,0.0
2011-07-08,,,,0.0,0.0
2011-07-11,,,,0.0,0.0
2011-07-12,,,,0.0,0.0
2011-07-13,,,,0.0,0.0
2011-07-14,,,,0.0,0.0
2011-07-15,,,,0.0,0.0
2011-07-18,,,,0.0,0.0
2011-07-19,,,,0.0,0.0
2011-07-20,,,,0.0,0.0
2011-07-21,,,,0.0,0.0
2011-07-22,,,,0.0,0.0
2011-07-25,,,,0.0,0.0
2011-07-26,,,,0.0,0.0
2011-07-27,,,,0.0,0.0
2011-07-28,,,,0.0,0.0
2011-07-29,,,,0.0,0.0
2011-08-01,2.0,Mixed / transition regime,Minimum Volatility,0.15776194395729526,2.4307783859583876
2011-08-02,,,,0.0,0.0
2011-08-03,,,,0.0,0.0
2011-08-04,,,,0.0,0.0
2011-08-05,,,,0.0,0.0
2011-08-08,,,,0.0,0.0
2011-08-09,,,,0.0,0.0
2011-08-10,,,,0.0,0.0
2011-08-11,,,,0.0,0.0
2011-08-12,,,,0.0,0.0
2011-08-15,,,,0.0,0.0
2011-08-16,,,,0.0,0.0
2011-08-17,,,,0.0,0.0
2011-08-18,,,,0.0,0.0
2011-08-19,,,,0.0,0.0
2011-08-22,,,,0.0,0.0
2011-08-23,,,,0.0,0.0
2011-08-24,,,,0.0,0.0
2011-08-25,,,,0.0,0.0
2011-08-26,,,,0.0,0.0
2011-08-29,,,,0.0,0.0
2011-08-30,,,,0.0,0.0
2011-08-31,,,,0.0,0.0
2011-09-01,2.0,Mixed / transition regime,Minimum Volatility,0.04343402888864771,0.6852196594774246
2011-09-02,,,,0.0,0.0
2011-09-06,,,,0.0,0.0
2011-09-07,,,,0.0,0.0
2011-09-08,,,,0.0,0.0
2011-09-09,,,,0.0,0.0
2011-09-12,,,,0.0,0.0
2011-09-13,,,,0.0,0.0
2011-09-14,,,,0.0,0.0
2011-09-15,,,,0.0,0.0
2011-09-16,,,,0.0,0.0
2011-09-19,,,,0.0,0.0
2011-09-20,,,,0.0,0.0
2011-09-21,,,,0.0,0.0
2011-09-22,,,,0.0,0.0
2011-09-23,,,,0.0,0.0
2011-09-26,,,,0.0,0.0
2011-09-27,,,,0.0,0.0
2011-09-28,,,,0.0,0.0
2011-09-29,,,,0.0,0.0
2011-09-30,,,,0.0,0.0
2011-10-03,2.0,Mixed / transition regime,Minimum Volatility,0.09115935220521158,1.4204704995096298
2011-10-04,,,,0.0,0.0
2011-10-05,,,,0.0,0.0
2011-10-06,,,,0.0,0.0
2011-10-07,,,,0.0,0.0
2011-10-10,,,,0.0,0.0
2011-10-11,,,,0.0,0.0
2011-10-12,,,,0.0,0.0
2011-10-13,,,,0.0,0.0
2011-10-14,,,,0.0,0.0
2011-10-17,,,,0.0,0.0
2011-10-18,,,,0.0,0.0
2011-10-19,,,,0.0,0.0
2011-10-20,,,,0.0,0.0
2011-10-21,,,,0.0,0.0
2011-10-24,,,,0.0,0.0
2011-10-25,,,,0.0,0.0
2011-10-26,,,,0.0,0.0
2011-10-27,,,,0.0,0.0
2011-10-28,,,,0.0,0.0
2011-10-31,,,,0.0,0.0
2011-11-01,2.0,Mixed / transition regime,Minimum Volatility,0.07846004965318919,1.2596884367394947
2011-11-02,,,,0.0,0.0
2011-11-03,,,,0.0,0.0
2011-11-04,,,,0.0,0.0
2011-11-07,,,,0.0,0.0
2011-11-08,,,,0.0,0.0
2011-11-09,,,,0.0,0.0
2011-11-10,,,,0.0,0.0
2011-11-11,,,,0.0,0.0
2011-11-14,,,,0.0,0.0
2011-11-15,,,,0.0,0.0
2011-11-16,,,,0.0,0.0
2011-11-17,,,,0.0,0.0
2011-11-18,,,,0.0,0.0
2011-11-21,,,,0.0,0.0
2011-11-22,,,,0.0,0.0
2011-11-23,,,,0.0,0.0
2011-11-25,,,,0.0,0.0
2011-11-28,,,,0.0,0.0
2011-11-29,,,,0.0,0.0
2011-11-30,,,,0.0,0.0
2011-12-01,2.0,Mixed / transition regime,Minimum Volatility,0.0944211739798775,1.524811101892134
2011-12-02,,,,0.0,0.0
2011-12-05,,,,0.0,0.0
2011-12-06,,,,0.0,0.0
2011-12-07,,,,0.0,0.0
2011-12-08,,,,0.0,0.0
2011-12-09,,,,0.0,0.0
2011-12-12,,,,0.0,0.0
2011-12-13,,,,0.0,0.0
2011-12-14,,,,0.0,0.0
2011-12-15,,,,0.0,0.0
2011-12-16,,,,0.0,0.0
2011-12-19,,,,0.0,0.0
2011-12-20,,,,0.0,0.0
2011-12-21,,,,0.0,0.0
2011-12-22,,,,0.0,0.0
2011-12-23,,,,0.0,0.0
2011-12-27,,,,0.0,0.0
2011-12-28,,,,0.0,0.0
2011-12-29,,,,0.0,0.0
2011-12-30,,,,0.0,0.0
2012-01-03,0.0,Equity growth / risk-on,60/40,0.6306684004512552,10.268022169366237
2012-01-04,,,,0.0,0.0
2012-01-05,,,,0.0,0.0
2012-01-06,,,,0.0,0.0
2012-01-09,,,,0.0,0.0
2012-01-10,,,,0.0,0.0
2012-01-11,,,,0.0,0.0
2012-01-12,,,,0.0,0.0
2012-01-13,,,,0.0,0.0
2012-01-17,,,,0.0,0.0
2012-01-18,,,,0.0,0.0
2012-01-19,,,,0.0,0.0
2012-01-20,,,,0.0,0.0
2012-01-23,,,,0.0,0.0
2012-01-24,,,,0.0,0.0
2012-01-25,,,,0.0,0.0
2012-01-26,,,,0.0,0.0
2012-01-27,,,,0.0,0.0
2012-01-30,,,,0.0,0.0
2012-01-31,,,,0.0,0.0
2012-02-01,2.0,Mixed / transition regime,Minimum Volatility,0.6573519822237976,11.030199091852921
2012-02-02,,,,0.0,0.0
2012-02-03,,,,0.0,0.0
2012-02-06,,,,0.0,0.0
2012-02-07,,,,0.0,0.0
2012-02-08,,,,0.0,0.0
2012-02-09,,,,0.0,0.0
2012-02-10,,,,0.0,0.0
2012-02-13,,,,0.0,0.0
2012-02-14,,,,0.0,0.0
2012-02-15,,,,0.0,0.0
2012-02-16,,,,0.0,0.0
2012-02-17,,,,0.0,0.0
2012-02-21,,,,0.0,0.0
2012-02-22,,,,0.0,0.0
2012-02-23,,,,0.0,0.0
2012-02-24,,,,0.0,0.0
2012-02-27,,,,0.0,0.0
2012-02-28,,,,0.0,0.0
2012-02-29,,,,0.0,0.0
2012-03-01,0.0,Equity growth / risk-on,60/40,0.6292047486564786,10.589004479180678
2012-03-02,,,,0.0,0.0
2012-03-05,,,,0.0,0.0
2012-03-06,,,,0.0,0.0
2012-03-07,,,,0.0,0.0
2012-03-08,,,,0.0,0.0
2012-03-09,,,,0.0,0.0
2012-03-12,,,,0.0,0.0
2012-03-13,,,,0.0,0.0
2012-03-14,,,,0.0,0.0
2012-03-15,,,,0.0,0.0
2012-03-16,,,,0.0,0.0
2012-03-19,,,,0.0,0.0
2012-03-20,,,,0.0,0.0
2012-03-21,,,,0.0,0.0
2012-03-22,,,,0.0,0.0
2012-03-23,,,,0.0,0.0
2012-03-26,,,,0.0,0.0
2012-03-27,,,,0.0,0.0
2012-03-28,,,,0.0,0.0
2012-03-29,,,,0.0,0.0
2012-03-30,,,,0.0,0.0
2012-04-02,0.0,Equity growth / risk-on,60/40,0.022782171970224974,0.3881197087536561
2012-04-03,,,,0.0,0.0
2012-04-04,,,,0.0,0.0
2012-04-05,,,,0.0,0.0
2012-04-09,,,,0.0,0.0
2012-04-10,,,,0.0,0.0
2012-04-11,,,,0.0,0.0
2012-04-12,,,,0.0,0.0
2012-04-13,,,,0.0,0.0
2012-04-16,,,,0.0,0.0
2012-04-17,,,,0.0,0.0
2012-04-18,,,,0.0,0.0
2012-04-19,,,,0.0,0.0
2012-04-20,,,,0.0,0.0
2012-04-23,,,,0.0,0.0
2012-04-24,,,,0.0,0.0
2012-04-25,,,,0.0,0.0
2012-04-26,,,,0.0,0.0
2012-04-27,,,,0.0,0.0
2012-04-30,,,,0.0,0.0
2012-05-01,0.0,Equity growth / risk-on,60/40,0.015157048922808836,0.2597687558919813
2012-05-02,,,,0.0,0.0
2012-05-03,,,,0.0,0.0
2012-05-04,,,,0.0,0.0
2012-05-07,,,,0.0,0.0
2012-05-08,,,,0.0,0.0
2012-05-09,,,,0.0,0.0
2012-05-10,,,,0.0,0.0
2012-05-11,,,,0.0,0.0
2012-05-14,,,,0.0,0.0
2012-05-15,,,,0.0,0.0
2012-05-16,,,,0.0,0.0
2012-05-17,,,,0.0,0.0
2012-05-18,,,,0.0,0.0
2012-05-21,,,,0.0,0.0
2012-05-22,,,,0.0,0.0
2012-05-23,,,,0.0,0.0
2012-05-24,,,,0.0,0.0
2012-05-25,,,,0.0,0.0
2012-05-29,,,,0.0,0.0
2012-05-30,,,,0.0,0.0
2012-05-31,,,,0.0,0.0
2012-06-01,2.0,Mixed / transition regime,Minimum Volatility,0.6928398601446771,11.582469264748052
2012-06-04,,,,0.0,0.0
2012-06-05,,,,0.0,0.0
2012-06-06,,,,0.0,0.0
2012-06-07,,,,0.0,0.0
2012-06-08,,,,0.0,0.0
2012-06-11,,,,0.0,0.0
2012-06-12,,,,0.0,0.0
2012-06-13,,,,0.0,0.0
2012-06-14,,,,0.0,0.0
2012-06-15,,,,0.0,0.0
2012-06-18,,,,0.0,0.0
2012-06-19,,,,0.0,0.0
2012-06-20,,,,0.0,0.0
2012-06-21,,,,0.0,0.0
2012-06-22,,,,0.0,0.0
2012-06-25,,,,0.0,0.0
2012-06-26,,,,0.0,0.0
2012-06-27,,,,0.0,0.0
2012-06-28,,,,0.0,0.0
2012-06-29,,,,0.0,0.0
2012-07-02,2.0,Mixed / transition regime,Minimum Volatility,0.03549336766209531,0.5977040633189448
2012-07-03,,,,0.0,0.0
2012-07-05,,,,0.0,0.0
2012-07-06,,,,0.0,0.0
2012-07-09,,,,0.0,0.0
2012-07-10,,,,0.0,0.0
2012-07-11,,,,0.0,0.0
2012-07-12,,,,0.0,0.0
2012-07-13,,,,0.0,0.0
2012-07-16,,,,0.0,0.0
2012-07-17,,,,0.0,0.0
2012-07-18,,,,0.0,0.0
2012-07-19,,,,0.0,0.0
2012-07-20,,,,0.0,0.0
2012-07-23,,,,0.0,0.0
2012-07-24,,,,0.0,0.0
2012-07-25,,,,0.0,0.0
2012-07-26,,,,0.0,0.0
2012-07-27,,,,0.0,0.0
2012-07-30,,,,0.0,0.0
2012-07-31,,,,0.0,0.0
2012-08-01,2.0,Mixed / transition regime,Minimum Volatility,0.052025376488326336,0.8966176599292642
2012-08-02,,,,0.0,0.0
2012-08-03,,,,0.0,0.0
2012-08-06,,,,0.0,0.0
2012-08-07,,,,0.0,0.0
2012-08-08,,,,0.0,0.0
2012-08-09,,,,0.0,0.0
2012-08-10,,,,0.0,0.0
2012-08-13,,,,0.0,0.0
2012-08-14,,,,0.0,0.0
2012-08-15,,,,0.0,0.0
2012-08-16,,,,0.0,0.0
2012-08-17,,,,0.0,0.0
2012-08-20,,,,0.0,0.0
2012-08-21,,,,0.0,0.0
2012-08-22,,,,0.0,0.0
2012-08-23,,,,0.0,0.0
2012-08-24,,,,0.0,0.0
2012-08-27,,,,0.0,0.0
2012-08-28,,,,0.0,0.0
2012-08-29,,,,0.0,0.0
2012-08-30,,,,0.0,0.0
2012-08-31,,,,0.0,0.0
2012-09-04,0.0,Equity growth / risk-on,60/40,0.656348095507481,11.413811984890932
2012-09-05,,,,0.0,0.0
2012-09-06,,,,0.0,0.0
2012-09-07,,,,0.0,0.0
2012-09-10,,,,0.0,0.0
2012-09-11,,,,0.0,0.0
2012-09-12,,,,0.0,0.0
2012-09-13,,,,0.0,0.0
2012-09-14,,,,0.0,0.0
2012-09-17,,,,0.0,0.0
2012-09-18,,,,0.0,0.0
2012-09-19,,,,0.0,0.0
2012-09-20,,,,0.0,0.0
2012-09-21,,,,0.0,0.0
2012-09-24,,,,0.0,0.0
2012-09-25,,,,0.0,0.0
2012-09-26,,,,0.0,0.0
2012-09-27,,,,0.0,0.0
2012-09-28,,,,0.0,0.0
2012-10-01,0.0,Equity growth / risk-on,60/40,0.013651167788126306,0.2405143687790321
2012-10-02,,,,0.0,0.0
2012-10-03,,,,0.0,0.0
2012-10-04,,,,0.0,0.0
2012-10-05,,,,0.0,0.0
2012-10-08,,,,0.0,0.0
2012-10-09,,,,0.0,0.0
2012-10-10,,,,0.0,0.0
2012-10-11,,,,0.0,0.0
2012-10-12,,,,0.0,0.0
2012-10-15,,,,0.0,0.0
2012-10-16,,,,0.0,0.0
2012-10-17,,,,0.0,0.0
2012-10-18,,,,0.0,0.0
2012-10-19,,,,0.0,0.0
2012-10-22,,,,0.0,0.0
2012-10-23,,,,0.0,0.0
2012-10-24,,,,0.0,0.0
2012-10-25,,,,0.0,0.0
2012-10-26,,,,0.0,0.0
2012-10-31,,,,0.0,0.0
2012-11-01,0.0,Equity growth / risk-on,60/40,0.006920376947221696,0.1204011748410066
2012-11-02,,,,0.0,0.0
2012-11-05,,,,0.0,0.0
2012-11-06,,,,0.0,0.0
2012-11-07,,,,0.0,0.0
2012-11-08,,,,0.0,0.0
2012-11-09,,,,0.0,0.0
2012-11-12,,,,0.0,0.0
2012-11-13,,,,0.0,0.0
